transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,unit_cost,category,total_amount,total_cost,margin
TRX_08979,CUST_0255,2023-07-13 21:06:25.352892,PROD_009,4,4047.44,2246.43,C,16189.76,8985.72,7204.040000000001
TRX_00569,CUST_0271,2023-07-13 21:06:25.352892,PROD_045,1,447.63,329.16,C,447.63,329.16,118.46999999999997
TRX_03873,CUST_0157,2023-07-13 21:06:25.352892,PROD_016,4,1150.83,720.2,C,4603.32,2880.8,1722.5199999999995
TRX_08257,CUST_0233,2023-07-14 21:06:25.352892,PROD_008,5,3863.62,1945.45,C,19318.1,9727.25,9590.849999999999
TRX_04320,CUST_0459,2023-07-14 21:06:25.352892,PROD_004,8,2138.79,1151.56,A,17110.32,9212.48,7897.84
TRX_00860,CUST_0450,2023-07-14 21:06:25.352892,PROD_000,1,3477.55,2692.13,C,3477.55,2692.13,785.4200000000001
TRX_05859,CUST_0747,2023-07-14 21:06:25.352892,PROD_036,9,514.56,410.47,B,4631.039999999999,3694.2300000000005,936.8099999999986
TRX_01085,CUST_0563,2023-07-14 21:06:25.352892,PROD_012,8,2238.69,1000.42,B,17909.52,8003.36,9906.16
TRX_02256,CUST_0372,2023-07-14 21:06:25.352892,PROD_046,7,795.76,507.2,C,5570.32,3550.4,2019.9199999999996
TRX_09192,CUST_0207,2023-07-14 21:06:25.352892,PROD_003,9,3651.36,2409.85,C,32862.24,21688.649999999998,11173.59
TRX_03391,CUST_0292,2023-07-14 21:06:25.352892,PROD_006,4,2005.7,1109.97,B,8022.8,4439.88,3582.92
TRX_01552,CUST_0846,2023-07-14 21:06:25.352892,PROD_010,7,2371.76,1797.48,A,16602.32,12582.36,4019.959999999999
TRX_01258,CUST_0258,2023-07-14 21:06:25.352892,PROD_032,7,1885.99,785.76,A,13201.93,5500.32,7701.610000000001
TRX_03599,CUST_0545,2023-07-14 21:06:25.352892,PROD_019,9,2818.63,2168.59,A,25367.670000000002,19517.31,5850.360000000001
TRX_04896,CUST_0211,2023-07-14 21:06:25.352892,PROD_005,1,3619.52,2769.28,C,3619.52,2769.28,850.2399999999998
TRX_01957,CUST_0617,2023-07-14 21:06:25.352892,PROD_008,1,3863.62,1945.45,C,3863.62,1945.45,1918.1699999999998
TRX_07511,CUST_0521,2023-07-15 21:06:25.352892,PROD_014,2,1217.51,704.43,C,2435.02,1408.86,1026.16
TRX_05758,CUST_0656,2023-07-15 21:06:25.352892,PROD_006,4,2005.7,1109.97,B,8022.8,4439.88,3582.92
TRX_05360,CUST_0552,2023-07-16 21:06:25.352892,PROD_028,7,1203.13,842.54,B,8421.91,5897.78,2524.13
TRX_04176,CUST_0153,2023-07-16 21:06:25.352892,PROD_003,6,3651.36,2409.85,C,21908.16,14459.099999999999,7449.060000000001
TRX_08271,CUST_0144,2023-07-16 21:06:25.352892,PROD_024,5,1357.16,847.18,C,6785.8,4235.9,2549.9000000000005
TRX_00888,CUST_0073,2023-07-16 21:06:25.352892,PROD_016,8,1150.83,720.2,C,9206.64,5761.6,3445.039999999999
TRX_02481,CUST_0498,2023-07-16 21:06:25.352892,PROD_011,3,1261.29,981.75,C,3783.87,2945.25,838.6199999999999
TRX_00200,CUST_0117,2023-07-16 21:06:25.352892,PROD_002,1,2092.37,1191.71,B,2092.37,1191.71,900.6599999999999
TRX_02211,CUST_0879,2023-07-16 21:06:25.352892,PROD_009,5,4047.44,2246.43,C,20237.2,11232.15,9005.050000000001
TRX_00009,CUST_0354,2023-07-16 21:06:25.352892,PROD_000,4,3477.55,2692.13,C,13910.2,10768.52,3141.6800000000003
TRX_00413,CUST_0906,2023-07-16 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_03539,CUST_0381,2023-07-16 21:06:25.352892,PROD_008,9,3863.62,1945.45,C,34772.58,17509.05,17263.530000000002
TRX_06678,CUST_0793,2023-07-16 21:06:25.352892,PROD_049,4,193.47,101.77,A,773.88,407.08,366.8
TRX_01982,CUST_0448,2023-07-16 21:06:25.352892,PROD_036,5,514.56,410.47,B,2572.7999999999997,2052.3500000000004,520.4499999999994
TRX_06253,CUST_0294,2023-07-17 21:06:25.352892,PROD_045,7,447.63,329.16,C,3133.41,2304.1200000000003,829.2899999999995
TRX_02076,CUST_0205,2023-07-17 21:06:25.352892,PROD_014,4,1217.51,704.43,C,4870.04,2817.72,2052.32
TRX_04998,CUST_0032,2023-07-17 21:06:25.352892,PROD_001,4,4919.6,3065.48,B,19678.4,12261.92,7416.480000000001
TRX_01100,CUST_0557,2023-07-17 21:06:25.352892,PROD_039,8,482.65,272.99,A,3861.2,2183.92,1677.2799999999997
TRX_04058,CUST_0207,2023-07-17 21:06:25.352892,PROD_008,9,3863.62,1945.45,C,34772.58,17509.05,17263.530000000002
TRX_06689,CUST_0547,2023-07-17 21:06:25.352892,PROD_010,8,2371.76,1797.48,A,18974.08,14379.84,4594.240000000002
TRX_04597,CUST_0431,2023-07-17 21:06:25.352892,PROD_002,8,2092.37,1191.71,B,16738.96,9533.68,7205.279999999999
TRX_01857,CUST_0830,2023-07-17 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
TRX_04363,CUST_0171,2023-07-17 21:06:25.352892,PROD_021,7,773.23,433.97,B,5412.610000000001,3037.79,2374.8200000000006
TRX_09499,CUST_0311,2023-07-17 21:06:25.352892,PROD_010,5,2371.76,1797.48,A,11858.800000000001,8987.4,2871.4000000000015
TRX_07890,CUST_0398,2023-07-17 21:06:25.352892,PROD_007,5,2892.56,2205.63,C,14462.8,11028.150000000001,3434.649999999998
TRX_09177,CUST_0292,2023-07-17 21:06:25.352892,PROD_018,1,1252.16,565.29,B,1252.16,565.29,686.8700000000001
TRX_02758,CUST_0326,2023-07-17 21:06:25.352892,PROD_024,8,1357.16,847.18,C,10857.28,6777.44,4079.840000000001
TRX_03663,CUST_0290,2023-07-17 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
TRX_08604,CUST_0974,2023-07-17 21:06:25.352892,PROD_000,1,3477.55,2692.13,C,3477.55,2692.13,785.4200000000001
TRX_05242,CUST_0793,2023-07-18 21:06:25.352892,PROD_014,9,1217.51,704.43,C,10957.59,6339.87,4617.72
TRX_01461,CUST_0743,2023-07-18 21:06:25.352892,PROD_001,2,4919.6,3065.48,B,9839.2,6130.96,3708.2400000000007
TRX_02527,CUST_0011,2023-07-18 21:06:25.352892,PROD_000,9,3477.55,2692.13,C,31297.95,24229.170000000002,7068.779999999999
TRX_07825,CUST_0932,2023-07-18 21:06:25.352892,PROD_003,8,3651.36,2409.85,C,29210.88,19278.8,9932.080000000002
TRX_01676,CUST_0454,2023-07-18 21:06:25.352892,PROD_005,6,3619.52,2769.28,C,21717.12,16615.68,5101.439999999999
TRX_00685,CUST_0006,2023-07-18 21:06:25.352892,PROD_008,1,3863.62,1945.45,C,3863.62,1945.45,1918.1699999999998
TRX_07813,CUST_0499,2023-07-18 21:06:25.352892,PROD_049,3,193.47,101.77,A,580.41,305.31,275.09999999999997
TRX_02656,CUST_0781,2023-07-18 21:06:25.352892,PROD_005,8,3619.52,2769.28,C,28956.16,22154.24,6801.919999999998
TRX_03233,CUST_0353,2023-07-18 21:06:25.352892,PROD_049,7,193.47,101.77,A,1354.29,712.39,641.9
TRX_04592,CUST_0138,2023-07-18 21:06:25.352892,PROD_016,4,1150.83,720.2,C,4603.32,2880.8,1722.5199999999995
TRX_06592,CUST_0533,2023-07-18 21:06:25.352892,PROD_016,3,1150.83,720.2,C,3452.49,2160.6000000000004,1291.8899999999994
TRX_09474,CUST_0902,2023-07-18 21:06:25.352892,PROD_001,9,4919.6,3065.48,B,44276.4,27589.32,16687.08
TRX_01658,CUST_0767,2023-07-18 21:06:25.352892,PROD_039,9,482.65,272.99,A,4343.849999999999,2456.91,1886.9399999999996
TRX_02075,CUST_0959,2023-07-18 21:06:25.352892,PROD_011,4,1261.29,981.75,C,5045.16,3927.0,1118.1599999999999
TRX_05013,CUST_0010,2023-07-18 21:06:25.352892,PROD_003,6,3651.36,2409.85,C,21908.16,14459.099999999999,7449.060000000001
TRX_09952,CUST_0339,2023-07-19 21:06:25.352892,PROD_033,8,1277.14,753.49,B,10217.12,6027.92,4189.200000000001
TRX_04324,CUST_0042,2023-07-19 21:06:25.352892,PROD_002,9,2092.37,1191.71,B,18831.329999999998,10725.39,8105.939999999999
TRX_09312,CUST_0891,2023-07-19 21:06:25.352892,PROD_012,5,2238.69,1000.42,B,11193.45,5002.099999999999,6191.350000000001
TRX_09046,CUST_0144,2023-07-19 21:06:25.352892,PROD_005,2,3619.52,2769.28,C,7239.04,5538.56,1700.4799999999996
TRX_00918,CUST_0182,2023-07-19 21:06:25.352892,PROD_006,7,2005.7,1109.97,B,14039.9,7769.79,6270.11
TRX_02259,CUST_0282,2023-07-19 21:06:25.352892,PROD_018,1,1252.16,565.29,B,1252.16,565.29,686.8700000000001
TRX_02277,CUST_0548,2023-07-19 21:06:25.352892,PROD_007,8,2892.56,2205.63,C,23140.48,17645.04,5495.439999999999
TRX_09969,CUST_0559,2023-07-19 21:06:25.352892,PROD_000,7,3477.55,2692.13,C,24342.850000000002,18844.91,5497.940000000002
TRX_02915,CUST_0100,2023-07-19 21:06:25.352892,PROD_046,2,795.76,507.2,C,1591.52,1014.4,577.12
TRX_02547,CUST_0854,2023-07-19 21:06:25.352892,PROD_025,8,1256.24,630.8,B,10049.92,5046.4,5003.52
TRX_09485,CUST_0505,2023-07-19 21:06:25.352892,PROD_003,9,3651.36,2409.85,C,32862.24,21688.649999999998,11173.59
TRX_00965,CUST_0331,2023-07-19 21:06:25.352892,PROD_028,7,1203.13,842.54,B,8421.91,5897.78,2524.13
TRX_09726,CUST_0973,2023-07-19 21:06:25.352892,PROD_009,2,4047.44,2246.43,C,8094.88,4492.86,3602.0200000000004
TRX_01720,CUST_0797,2023-07-19 21:06:25.352892,PROD_006,4,2005.7,1109.97,B,8022.8,4439.88,3582.92
TRX_03100,CUST_0600,2023-07-19 21:06:25.352892,PROD_020,7,966.92,466.64,A,6768.44,3266.48,3501.9599999999996
TRX_07601,CUST_0122,2023-07-19 21:06:25.352892,PROD_001,8,4919.6,3065.48,B,39356.8,24523.84,14832.960000000003
TRX_02000,CUST_0308,2023-07-20 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
TRX_02306,CUST_0342,2023-07-20 21:06:25.352892,PROD_009,7,4047.44,2246.43,C,28332.08,15725.009999999998,12607.070000000003
TRX_08539,CUST_0071,2023-07-20 21:06:25.352892,PROD_014,2,1217.51,704.43,C,2435.02,1408.86,1026.16
TRX_09308,CUST_0552,2023-07-20 21:06:25.352892,PROD_011,7,1261.29,981.75,C,8829.029999999999,6872.25,1956.7799999999988
TRX_08976,CUST_0371,2023-07-20 21:06:25.352892,PROD_036,5,514.56,410.47,B,2572.7999999999997,2052.3500000000004,520.4499999999994
TRX_04735,CUST_0726,2023-07-20 21:06:25.352892,PROD_001,3,4919.6,3065.48,B,14758.800000000001,9196.44,5562.360000000001
TRX_00975,CUST_0394,2023-07-20 21:06:25.352892,PROD_005,2,3619.52,2769.28,C,7239.04,5538.56,1700.4799999999996
TRX_03451,CUST_0263,2023-07-20 21:06:25.352892,PROD_037,5,196.41,92.23,B,982.05,461.15000000000003,520.8999999999999
TRX_04422,CUST_0789,2023-07-20 21:06:25.352892,PROD_022,1,1778.38,1357.37,B,1778.38,1357.37,421.0100000000002
TRX_05180,CUST_0341,2023-07-20 21:06:25.352892,PROD_007,6,2892.56,2205.63,C,17355.36,13233.78,4121.58
TRX_09323,CUST_0065,2023-07-20 21:06:25.352892,PROD_043,2,258.17,140.31,A,516.34,280.62,235.72000000000003
TRX_00476,CUST_0021,2023-07-20 21:06:25.352892,PROD_025,7,1256.24,630.8,B,8793.68,4415.599999999999,4378.080000000001
TRX_09344,CUST_0818,2023-07-20 21:06:25.352892,PROD_017,4,1983.19,1044.85,B,7932.76,4179.4,3753.3600000000006
TRX_00841,CUST_0557,2023-07-20 21:06:25.352892,PROD_012,5,2238.69,1000.42,B,11193.45,5002.099999999999,6191.350000000001
TRX_02941,CUST_0268,2023-07-20 21:06:25.352892,PROD_031,5,1628.92,1272.57,B,8144.6,6362.849999999999,1781.750000000001
TRX_02727,CUST_0456,2023-07-20 21:06:25.352892,PROD_004,4,2138.79,1151.56,A,8555.16,4606.24,3948.92
TRX_07923,CUST_0833,2023-07-21 21:06:25.352892,PROD_008,2,3863.62,1945.45,C,7727.24,3890.9,3836.3399999999997
TRX_02587,CUST_0707,2023-07-21 21:06:25.352892,PROD_002,3,2092.37,1191.71,B,6277.11,3575.13,2701.9799999999996
TRX_05894,CUST_0948,2023-07-21 21:06:25.352892,PROD_020,7,966.92,466.64,A,6768.44,3266.48,3501.9599999999996
TRX_09507,CUST_0403,2023-07-21 21:06:25.352892,PROD_023,8,1571.04,937.74,C,12568.32,7501.92,5066.4
TRX_08721,CUST_0157,2023-07-21 21:06:25.352892,PROD_045,2,447.63,329.16,C,895.26,658.32,236.93999999999994
TRX_09227,CUST_0246,2023-07-21 21:06:25.352892,PROD_001,1,4919.6,3065.48,B,4919.6,3065.48,1854.1200000000003
TRX_08255,CUST_0115,2023-07-21 21:06:25.352892,PROD_040,5,350.07,212.5,B,1750.35,1062.5,687.8499999999999
TRX_06507,CUST_0678,2023-07-21 21:06:25.352892,PROD_047,9,626.95,364.93,C,5642.55,3284.37,2358.1800000000003
TRX_01842,CUST_0987,2023-07-21 21:06:25.352892,PROD_018,7,1252.16,565.29,B,8765.12,3957.0299999999997,4808.090000000001
TRX_03479,CUST_0994,2023-07-21 21:06:25.352892,PROD_003,4,3651.36,2409.85,C,14605.44,9639.4,4966.040000000001
TRX_03256,CUST_0423,2023-07-21 21:06:25.352892,PROD_041,2,719.54,404.47,C,1439.08,808.94,630.1399999999999
TRX_00552,CUST_0076,2023-07-21 21:06:25.352892,PROD_011,1,1261.29,981.75,C,1261.29,981.75,279.53999999999996
TRX_00247,CUST_0659,2023-07-22 21:06:25.352892,PROD_049,5,193.47,101.77,A,967.35,508.84999999999997,458.50000000000006
TRX_09015,CUST_0833,2023-07-22 21:06:25.352892,PROD_033,6,1277.14,753.49,B,7662.84,4520.9400000000005,3141.8999999999996
TRX_03090,CUST_0378,2023-07-22 21:06:25.352892,PROD_004,4,2138.79,1151.56,A,8555.16,4606.24,3948.92
TRX_09051,CUST_0629,2023-07-22 21:06:25.352892,PROD_036,1,514.56,410.47,B,514.56,410.47,104.08999999999992
TRX_05736,CUST_0318,2023-07-22 21:06:25.352892,PROD_003,7,3651.36,2409.85,C,25559.52,16868.95,8690.57
TRX_00805,CUST_0043,2023-07-22 21:06:25.352892,PROD_008,2,3863.62,1945.45,C,7727.24,3890.9,3836.3399999999997
TRX_07337,CUST_0825,2023-07-22 21:06:25.352892,PROD_044,9,863.71,478.65,B,7773.39,4307.849999999999,3465.540000000001
TRX_07060,CUST_0526,2023-07-22 21:06:25.352892,PROD_002,3,2092.37,1191.71,B,6277.11,3575.13,2701.9799999999996
TRX_01072,CUST_0435,2023-07-22 21:06:25.352892,PROD_036,9,514.56,410.47,B,4631.039999999999,3694.2300000000005,936.8099999999986
TRX_01440,CUST_0439,2023-07-22 21:06:25.352892,PROD_049,1,193.47,101.77,A,193.47,101.77,91.7
TRX_04483,CUST_0970,2023-07-22 21:06:25.352892,PROD_027,2,779.45,481.39,C,1558.9,962.78,596.1200000000001
TRX_05473,CUST_0809,2023-07-22 21:06:25.352892,PROD_009,1,4047.44,2246.43,C,4047.44,2246.43,1801.0100000000002
TRX_09094,CUST_0346,2023-07-22 21:06:25.352892,PROD_009,4,4047.44,2246.43,C,16189.76,8985.72,7204.040000000001
TRX_06140,CUST_0108,2023-07-22 21:06:25.352892,PROD_004,7,2138.79,1151.56,A,14971.529999999999,8060.92,6910.609999999999
TRX_08944,CUST_0383,2023-07-22 21:06:25.352892,PROD_011,7,1261.29,981.75,C,8829.029999999999,6872.25,1956.7799999999988
TRX_02533,CUST_0992,2023-07-22 21:06:25.352892,PROD_012,4,2238.69,1000.42,B,8954.76,4001.68,4953.08
TRX_02236,CUST_0949,2023-07-22 21:06:25.352892,PROD_018,3,1252.16,565.29,B,3756.4800000000005,1695.87,2060.6100000000006
TRX_09174,CUST_0205,2023-07-22 21:06:25.352892,PROD_008,3,3863.62,1945.45,C,11590.86,5836.35,5754.51
TRX_09718,CUST_0406,2023-07-22 21:06:25.352892,PROD_005,3,3619.52,2769.28,C,10858.56,8307.84,2550.7199999999993
TRX_07469,CUST_0244,2023-07-22 21:06:25.352892,PROD_008,8,3863.62,1945.45,C,30908.96,15563.6,15345.359999999999
TRX_03433,CUST_0614,2023-07-22 21:06:25.352892,PROD_008,6,3863.62,1945.45,C,23181.72,11672.7,11509.02
TRX_09112,CUST_0213,2023-07-22 21:06:25.352892,PROD_006,8,2005.7,1109.97,B,16045.6,8879.76,7165.84
TRX_02997,CUST_0445,2023-07-23 21:06:25.352892,PROD_004,3,2138.79,1151.56,A,6416.37,3454.68,2961.69
TRX_06003,CUST_0424,2023-07-23 21:06:25.352892,PROD_011,5,1261.29,981.75,C,6306.45,4908.75,1397.6999999999998
TRX_06182,CUST_0943,2023-07-23 21:06:25.352892,PROD_046,3,795.76,507.2,C,2387.2799999999997,1521.6,865.6799999999998
TRX_09578,CUST_0623,2023-07-23 21:06:25.352892,PROD_048,5,919.63,563.09,B,4598.15,2815.4500000000003,1782.6999999999994
TRX_08439,CUST_0138,2023-07-23 21:06:25.352892,PROD_006,6,2005.7,1109.97,B,12034.2,6659.82,5374.380000000001
TRX_05766,CUST_0970,2023-07-23 21:06:25.352892,PROD_019,3,2818.63,2168.59,A,8455.89,6505.77,1950.119999999999
TRX_06402,CUST_0437,2023-07-23 21:06:25.352892,PROD_015,1,2334.71,1409.27,A,2334.71,1409.27,925.44
TRX_03062,CUST_0853,2023-07-23 21:06:25.352892,PROD_005,4,3619.52,2769.28,C,14478.08,11077.12,3400.959999999999
TRX_06873,CUST_0997,2023-07-23 21:06:25.352892,PROD_006,9,2005.7,1109.97,B,18051.3,9989.73,8061.57
TRX_08432,CUST_0060,2023-07-23 21:06:25.352892,PROD_010,9,2371.76,1797.48,A,21345.840000000004,16177.32,5168.520000000004
TRX_05662,CUST_0071,2023-07-23 21:06:25.352892,PROD_015,7,2334.71,1409.27,A,16342.970000000001,9864.89,6478.080000000002
TRX_01923,CUST_0032,2023-07-23 21:06:25.352892,PROD_001,9,4919.6,3065.48,B,44276.4,27589.32,16687.08
TRX_03517,CUST_0627,2023-07-23 21:06:25.352892,PROD_043,2,258.17,140.31,A,516.34,280.62,235.72000000000003
TRX_06487,CUST_0790,2023-07-23 21:06:25.352892,PROD_013,3,1832.29,982.91,C,5496.87,2948.73,2548.14
TRX_06742,CUST_0792,2023-07-23 21:06:25.352892,PROD_001,5,4919.6,3065.48,B,24598.0,15327.4,9270.6
TRX_00260,CUST_0842,2023-07-23 21:06:25.352892,PROD_047,6,626.95,364.93,C,3761.7000000000003,2189.58,1572.1200000000003
TRX_04298,CUST_0050,2023-07-23 21:06:25.352892,PROD_001,8,4919.6,3065.48,B,39356.8,24523.84,14832.960000000003
TRX_03557,CUST_0127,2023-07-23 21:06:25.352892,PROD_008,3,3863.62,1945.45,C,11590.86,5836.35,5754.51
TRX_03240,CUST_0635,2023-07-23 21:06:25.352892,PROD_008,3,3863.62,1945.45,C,11590.86,5836.35,5754.51
TRX_03392,CUST_0075,2023-07-23 21:06:25.352892,PROD_004,5,2138.79,1151.56,A,10693.95,5757.799999999999,4936.1500000000015
TRX_08106,CUST_0230,2023-07-23 21:06:25.352892,PROD_007,7,2892.56,2205.63,C,20247.92,15439.41,4808.509999999998
TRX_07365,CUST_0722,2023-07-24 21:06:25.352892,PROD_014,6,1217.51,704.43,C,7305.0599999999995,4226.58,3078.4799999999996
TRX_09753,CUST_0903,2023-07-24 21:06:25.352892,PROD_004,3,2138.79,1151.56,A,6416.37,3454.68,2961.69
TRX_05567,CUST_0605,2023-07-24 21:06:25.352892,PROD_005,3,3619.52,2769.28,C,10858.56,8307.84,2550.7199999999993
TRX_02122,CUST_0288,2023-07-24 21:06:25.352892,PROD_005,2,3619.52,2769.28,C,7239.04,5538.56,1700.4799999999996
TRX_03308,CUST_0849,2023-07-24 21:06:25.352892,PROD_005,9,3619.52,2769.28,C,32575.68,24923.52,7652.16
TRX_01506,CUST_0985,2023-07-24 21:06:25.352892,PROD_030,3,1761.03,988.12,A,5283.09,2964.36,2318.73
TRX_06719,CUST_0794,2023-07-24 21:06:25.352892,PROD_049,5,193.47,101.77,A,967.35,508.84999999999997,458.50000000000006
TRX_05379,CUST_0768,2023-07-24 21:06:25.352892,PROD_007,8,2892.56,2205.63,C,23140.48,17645.04,5495.439999999999
TRX_08190,CUST_0782,2023-07-24 21:06:25.352892,PROD_001,1,4919.6,3065.48,B,4919.6,3065.48,1854.1200000000003
TRX_06626,CUST_0787,2023-07-24 21:06:25.352892,PROD_004,7,2138.79,1151.56,A,14971.529999999999,8060.92,6910.609999999999
TRX_04823,CUST_0940,2023-07-24 21:06:25.352892,PROD_009,8,4047.44,2246.43,C,32379.52,17971.44,14408.080000000002
TRX_00376,CUST_0114,2023-07-24 21:06:25.352892,PROD_018,5,1252.16,565.29,B,6260.8,2826.45,3434.3500000000004
TRX_09444,CUST_0379,2023-07-24 21:06:25.352892,PROD_016,2,1150.83,720.2,C,2301.66,1440.4,861.2599999999998
TRX_07284,CUST_0650,2023-07-24 21:06:25.352892,PROD_008,1,3863.62,1945.45,C,3863.62,1945.45,1918.1699999999998
TRX_07591,CUST_0716,2023-07-24 21:06:25.352892,PROD_017,6,1983.19,1044.85,B,11899.14,6269.099999999999,5630.04
TRX_03929,CUST_0128,2023-07-24 21:06:25.352892,PROD_002,9,2092.37,1191.71,B,18831.329999999998,10725.39,8105.939999999999
TRX_09280,CUST_0233,2023-07-24 21:06:25.352892,PROD_010,1,2371.76,1797.48,A,2371.76,1797.48,574.2800000000002
TRX_00721,CUST_0279,2023-07-25 21:06:25.352892,PROD_008,2,3863.62,1945.45,C,7727.24,3890.9,3836.3399999999997
TRX_03441,CUST_0547,2023-07-25 21:06:25.352892,PROD_019,3,2818.63,2168.59,A,8455.89,6505.77,1950.119999999999
TRX_06076,CUST_0037,2023-07-25 21:06:25.352892,PROD_008,6,3863.62,1945.45,C,23181.72,11672.7,11509.02
TRX_00556,CUST_0110,2023-07-25 21:06:25.352892,PROD_009,4,4047.44,2246.43,C,16189.76,8985.72,7204.040000000001
TRX_09154,CUST_0402,2023-07-25 21:06:25.352892,PROD_001,6,4919.6,3065.48,B,29517.600000000002,18392.88,11124.720000000001
TRX_08159,CUST_0324,2023-07-25 21:06:25.352892,PROD_015,8,2334.71,1409.27,A,18677.68,11274.16,7403.52
TRX_04412,CUST_0097,2023-07-25 21:06:25.352892,PROD_006,7,2005.7,1109.97,B,14039.9,7769.79,6270.11
TRX_02487,CUST_0925,2023-07-25 21:06:25.352892,PROD_018,9,1252.16,565.29,B,11269.44,5087.61,6181.830000000001
TRX_00402,CUST_0402,2023-07-25 21:06:25.352892,PROD_019,3,2818.63,2168.59,A,8455.89,6505.77,1950.119999999999
TRX_06230,CUST_0188,2023-07-25 21:06:25.352892,PROD_001,1,4919.6,3065.48,B,4919.6,3065.48,1854.1200000000003
TRX_06362,CUST_0027,2023-07-26 21:06:25.352892,PROD_007,8,2892.56,2205.63,C,23140.48,17645.04,5495.439999999999
TRX_02636,CUST_0144,2023-07-26 21:06:25.352892,PROD_048,1,919.63,563.09,B,919.63,563.09,356.53999999999996
TRX_02244,CUST_0361,2023-07-26 21:06:25.352892,PROD_037,3,196.41,92.23,B,589.23,276.69,312.54
TRX_06247,CUST_0126,2023-07-26 21:06:25.352892,PROD_014,6,1217.51,704.43,C,7305.0599999999995,4226.58,3078.4799999999996
TRX_07039,CUST_0776,2023-07-26 21:06:25.352892,PROD_021,7,773.23,433.97,B,5412.610000000001,3037.79,2374.8200000000006
TRX_03039,CUST_0169,2023-07-26 21:06:25.352892,PROD_012,9,2238.69,1000.42,B,20148.21,9003.779999999999,11144.43
TRX_06774,CUST_0068,2023-07-26 21:06:25.352892,PROD_008,9,3863.62,1945.45,C,34772.58,17509.05,17263.530000000002
TRX_04521,CUST_0870,2023-07-26 21:06:25.352892,PROD_007,7,2892.56,2205.63,C,20247.92,15439.41,4808.509999999998
TRX_09490,CUST_0914,2023-07-26 21:06:25.352892,PROD_017,8,1983.19,1044.85,B,15865.52,8358.8,7506.720000000001
TRX_09497,CUST_0443,2023-07-26 21:06:25.352892,PROD_013,7,1832.29,982.91,C,12826.029999999999,6880.37,5945.659999999999
TRX_01451,CUST_0706,2023-07-26 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
TRX_00953,CUST_0431,2023-07-26 21:06:25.352892,PROD_002,7,2092.37,1191.71,B,14646.59,8341.970000000001,6304.619999999999
TRX_04331,CUST_0155,2023-07-26 21:06:25.352892,PROD_007,8,2892.56,2205.63,C,23140.48,17645.04,5495.439999999999
TRX_07886,CUST_0189,2023-07-27 21:06:25.352892,PROD_029,3,1659.23,710.94,A,4977.6900000000005,2132.82,2844.8700000000003
TRX_00998,CUST_0592,2023-07-27 21:06:25.352892,PROD_021,7,773.23,433.97,B,5412.610000000001,3037.79,2374.8200000000006
TRX_01197,CUST_0330,2023-07-27 21:06:25.352892,PROD_034,1,1276.64,563.92,C,1276.64,563.92,712.7200000000001
TRX_04288,CUST_0081,2023-07-27 21:06:25.352892,PROD_005,2,3619.52,2769.28,C,7239.04,5538.56,1700.4799999999996
TRX_09717,CUST_0530,2023-07-27 21:06:25.352892,PROD_032,8,1885.99,785.76,A,15087.92,6286.08,8801.84
TRX_08519,CUST_0983,2023-07-27 21:06:25.352892,PROD_003,1,3651.36,2409.85,C,3651.36,2409.85,1241.5100000000002
TRX_04952,CUST_0355,2023-07-27 21:06:25.352892,PROD_022,9,1778.38,1357.37,B,16005.420000000002,12216.329999999998,3789.090000000004
TRX_00470,CUST_0802,2023-07-27 21:06:25.352892,PROD_007,9,2892.56,2205.63,C,26033.04,19850.670000000002,6182.369999999999
TRX_00722,CUST_0650,2023-07-27 21:06:25.352892,PROD_012,4,2238.69,1000.42,B,8954.76,4001.68,4953.08
TRX_05459,CUST_0859,2023-07-27 21:06:25.352892,PROD_011,4,1261.29,981.75,C,5045.16,3927.0,1118.1599999999999
TRX_09550,CUST_0380,2023-07-27 21:06:25.352892,PROD_015,8,2334.71,1409.27,A,18677.68,11274.16,7403.52
TRX_03876,CUST_0306,2023-07-28 21:06:25.352892,PROD_002,1,2092.37,1191.71,B,2092.37,1191.71,900.6599999999999
TRX_05944,CUST_0023,2023-07-28 21:06:25.352892,PROD_006,5,2005.7,1109.97,B,10028.5,5549.85,4478.65
TRX_03443,CUST_0540,2023-07-28 21:06:25.352892,PROD_004,7,2138.79,1151.56,A,14971.529999999999,8060.92,6910.609999999999
TRX_00364,CUST_0568,2023-07-28 21:06:25.352892,PROD_004,5,2138.79,1151.56,A,10693.95,5757.799999999999,4936.1500000000015
TRX_08930,CUST_0783,2023-07-28 21:06:25.352892,PROD_010,6,2371.76,1797.48,A,14230.560000000001,10784.880000000001,3445.6800000000003
TRX_09973,CUST_0847,2023-07-28 21:06:25.352892,PROD_005,4,3619.52,2769.28,C,14478.08,11077.12,3400.959999999999
TRX_04229,CUST_0071,2023-07-28 21:06:25.352892,PROD_011,7,1261.29,981.75,C,8829.029999999999,6872.25,1956.7799999999988
